1,1
2,1
3,2
4,4
5,1
6,1
7,2
8,0
9,1
10,0
11,2
12,3
13,2
14,2
15,0
16,0
17,1
18,1
19,0
20,0
21,1
22,0
23,0
24,2
25,0
26,2
27,1
28,1
29,0
30,2
31,4
32,4
33,2
34,0
35,0
36,0
37,0
38,1
39,0
40,2
41,2
42,1
43,0
44,2
45,1
46,1
47,1
48,1
49,3
50,1
51,3
52,1
53,0
54,2
55,1
56,0
57,1
58,1
59,2
60,1
61,3
62,1
63,1
64,2
65,3
66,1
67,2
68,3
69,1
70,0
71,2
72,2
73,1
74,2
75,3
76,2
77,3
78,1
79,3
80,2
81,0
82,2
83,1
84,1
85,1
86,2
87,4
88,2
89,1
90,0
91,2
92,5
93,0
94,1
95,3
96,0
97,0
98,1
99,0
100,3
101,2
102,0
103,1
104,1
105,1
106,1
107,2
108,2
109,3
110,5
111,2
112,3
113,1
114,1
115,2
116,1
117,0
118,2
119,2
120,1
121,3
122,1
123,3
124,1
125,0
126,1
127,1
128,1
129,1
130,1
131,1
132,2
133,3
134,4
135,3
136,1
137,1
138,4
139,1
140,0
141,2
142,2
143,2
144,1
145,1
146,2
147,2
148,2
149,4
150,2
151,3
152,2
153,4
154,1
155,0
156,1
157,2
158,2
159,1
160,2
161,1
162,0
163,1
164,1
165,2
166,1
167,1
168,1
169,1
170,2
171,1
172,0
173,2
174,1
175,3
176,1
177,3
178,1
179,1
180,2
181,1
182,2
183,1
184,3
185,2
186,3
187,1
188,1
189,1
190,0
191,4
192,0
193,1
194,2
195,2
196,3
197,0
198,2
199,2
200,1
201,1
202,2
203,2
204,0
205,1
206,1
207,3
208,2
209,1
210,1
211,2
212,3
213,1
214,1
215,1
216,0
217,1
218,2
219,1
220,1
221,2
222,1
223,2
224,1
225,1
226,1
227,1
228,1
229,2
230,1
231,1
232,1
233,1
234,1
235,1
236,4
237,0
238,0
239,1
240,1
241,4
242,3
243,3
244,1
245,2
246,1
247,1
248,2
249,2
250,3
251,0
252,0
253,1
254,1
255,1
256,1
257,0
258,0
259,1
260,0
261,1
262,3
263,1
264,4
265,1
266,1
267,1
268,1
269,0
270,2
271,4
272,0
273,2
274,1
275,0
276,4
277,1
278,1
279,5
280,1
281,1
282,2
283,1
284,1
285,1
286,4
287,1
288,3
289,3
290,0
291,1
292,0
293,1
294,1
295,0
296,0
297,4
298,2
299,0
300,1
301,0
302,1
303,2
304,0
305,1
306,1
307,1
308,1
309,2
310,1
311,1
312,4
313,1
314,1
315,0
316,1
317,2
318,1
319,2
320,1
321,1
322,3
323,1
324,3
325,1
326,1
327,1
328,2
329,0
330,0
331,1
332,0
333,1
334,1
335,1
336,2
337,2
338,1
339,1
340,2
341,3
342,0
343,0
344,3
345,3
346,1
347,1
348,1
349,0
350,1
351,0
352,0
353,2
354,1
355,3
356,1
357,3
358,1
359,1
360,0
361,1
362,2
363,3
364,3
365,1
366,1
367,2
368,1
369,3
370,1
371,1
372,1
373,3
374,0
375,0
376,0
377,2
378,4
379,2
380,1
381,1
382,0
383,2
384,2
385,2
386,1
387,1
388,1
389,1
390,2
391,0
392,0
393,1
394,3
395,3
396,1
397,2
398,3
399,2
400,0
401,0
402,2
403,0
404,0
405,1
406,1
407,1
408,0
409,2
410,0
411,2
412,1
413,1
414,3
415,1
416,2
417,0
418,3
419,1
420,1
421,1
422,2
423,1
424,0
425,1
426,2
427,1
428,3
429,1
430,0
431,1
432,1
433,2
434,1
435,1
436,1
437,3
438,2
439,1
440,1
441,2
442,2
443,4
444,2
445,1
446,1
447,1
448,2
449,3
450,1
451,2
452,0
453,2
454,1
455,0
456,1
457,1
458,1
459,0
460,2
461,1
462,1
463,0
464,1
465,1
466,1
467,2
468,1
469,2
470,1
471,1
472,3
473,1
474,3
475,1
476,4
477,2
478,0
479,0
480,1
481,1
482,2
483,1
484,0
485,1
486,3
487,2
488,2
489,1
490,1
491,4
492,1
493,1
494,1
495,1
496,0
497,0
498,0
499,1
500,1
501,3
502,1
503,2
504,2
505,2
506,1
507,1
508,2
509,2
510,1
511,0
512,1
513,1
514,0
515,4
516,1
517,1
518,1
519,0
520,1
521,1
522,3
523,0
524,0
525,1
526,1
527,1
528,0
529,1
530,1
531,1
532,0
533,3
534,2
535,0
536,1
537,2
538,1
539,1
540,1
541,1
542,0
543,0
544,1
545,1
546,1
547,0
548,1
549,1
550,1
551,0
552,3
553,1
554,0
555,1
556,0
557,1
558,1
559,0
560,2
561,1
562,0
563,1
564,1
565,3
566,2
567,1
568,2
569,1
570,1
571,1
572,1
573,0
574,2
575,0
576,2
577,1
578,3
579,1
580,1
581,0
582,2
583,0
584,0
585,1
586,1
587,0
588,0
589,2
590,0
591,0
592,2
593,3
594,1
595,2
596,1
597,1
598,1
599,3
600,0
601,1
602,1
603,2
